Time,Error,Actual Speed,Torque,Target Speed
127.4,0.176324,88.3383,142.457,88.5146
127.5,0.175866,88.3388,142.457,88.5146
127.6,0.175408,88.3392,142.456,88.5146
127.7,0.174952,88.3397,142.455,88.5146
127.8,0.174497,88.3401,142.455,88.5146
127.9,0.174043,88.3406,142.454,88.5146
128,0.17359,88.341,142.453,88.5146
128.1,0.173139,88.3415,142.453,88.5146
128.2,0.172688,88.3419,142.452,88.5146
128.3,0.172239,88.3424,142.451,88.5146
128.4,0.171791,88.3428,142.451,88.5146
128.5,0.171344,88.3433,142.45,88.5146
128.6,0.170898,88.3437,142.45,88.5146
128.7,0.170454,88.3442,142.449,88.5146
128.8,0.170011,88.3446,142.448,88.5146
128.9,0.169568,88.3451,142.448,88.5146
129,0.169127,88.3455,142.447,88.5146
129.1,0.168687,88.3459,142.447,88.5146
129.2,0.168249,88.3464,142.446,88.5146
129.3,0.167811,88.3468,142.445,88.5146
129.4,0.167374,88.3473,142.445,88.5146
129.5,0.166939,88.3477,142.444,88.5146
129.6,0.166505,88.3481,142.444,88.5146
129.7,0.166072,88.3486,142.443,88.5146
129.8,0.16564,88.349,142.442,88.5146
129.9,0.165209,88.3494,142.442,88.5146
130,0.164779,88.3498,142.441,88.5146
130.1,0.164351,88.3503,142.441,88.5146
130.2,0.163923,88.3507,142.44,88.5146
130.3,0.163497,88.3511,142.439,88.5146
130.4,0.163071,88.3516,142.439,88.5146
130.5,0.162647,88.352,142.438,88.5146
130.6,0.162224,88.3524,142.438,88.5146
130.7,0.161802,88.3528,142.437,88.5146
130.8,0.161381,88.3532,142.436,88.5146
130.9,0.160961,88.3537,142.436,88.5146
131,0.160543,88.3541,142.435,88.5146
131.1,0.160125,88.3545,142.435,88.5146
131.2,0.159709,88.3549,142.434,88.5146
131.3,0.159293,88.3553,142.434,88.5146
131.4,0.158879,88.3557,142.433,88.5146
131.5,0.158466,88.3562,142.432,88.5146
131.6,0.158053,88.3566,142.432,88.5146
131.7,0.157642,88.357,142.431,88.5146
131.8,0.157232,88.3574,142.431,88.5146
131.9,0.156823,88.3578,142.43,88.5146
132,0.156415,88.3582,142.43,88.5146
132.1,0.156008,88.3586,142.429,88.5146
132.2,0.155603,88.359,142.428,88.5146
132.3,0.155198,88.3594,142.428,88.5146
132.4,0.154794,88.3598,142.427,88.5146
132.5,0.154392,88.3602,142.427,88.5146
132.6,0.15399,88.3606,142.426,88.5146
132.7,0.153589,88.361,142.426,88.5146
132.8,0.15319,88.3614,142.425,88.5146
132.9,0.152791,88.3618,142.425,88.5146
133,0.152394,88.3622,142.424,88.5146
133.1,0.151998,88.3626,142.423,88.5146
133.2,0.151602,88.363,142.423,88.5146
133.3,0.151208,88.3634,142.422,88.5146
133.4,0.150815,88.3638,142.422,88.5146
133.5,0.150422,88.3642,142.421,88.5146
133.6,0.150031,88.3646,142.421,88.5146
133.7,0.149641,88.365,142.42,88.5146
133.8,0.149252,88.3654,142.42,88.5146
133.9,0.148863,88.3658,142.419,88.5146
134,0.148476,88.3662,142.419,88.5146
134.1,0.14809,88.3665,142.418,88.5146
134.2,0.147705,88.3669,142.418,88.5146
134.3,0.147321,88.3673,142.417,88.5146
134.4,0.146937,88.3677,142.416,88.5146
134.5,0.146555,88.3681,142.416,88.5146
134.6,0.146174,88.3685,142.415,88.5146
134.7,0.145794,88.3688,142.415,88.5146
134.8,0.145414,88.3692,142.414,88.5146
134.9,0.145036,88.3696,142.414,88.5146
135,0.144659,88.37,142.413,88.5146
135.1,0.144283,88.3703,142.413,88.5146
135.2,0.143907,88.3707,142.412,88.5146
135.3,0.143533,88.3711,142.412,88.5146
135.4,0.14316,88.3715,142.411,88.5146
135.5,0.142787,88.3718,142.411,88.5146
135.6,0.142416,88.3722,142.41,88.5146
135.7,0.142046,88.3726,142.41,88.5146
135.8,0.141676,88.373,142.409,88.5146
135.9,0.141308,88.3733,142.409,88.5146
136,0.14094,88.3737,142.408,88.5146
136.1,0.140573,88.3741,142.408,88.5146
136.2,0.140208,88.3744,142.407,88.5146
136.3,0.139843,88.3748,142.407,88.5146
136.4,0.139479,88.3751,142.406,88.5146
136.5,0.139116,88.3755,142.406,88.5146
136.6,0.138755,88.3759,142.405,88.5146
136.7,0.138394,88.3762,142.405,88.5146
136.8,0.138034,88.3766,142.404,88.5146
136.9,0.137675,88.377,142.404,88.5146
137,0.137317,88.3773,142.403,88.5146
137.1,0.136959,88.3777,142.403,88.5146
137.2,0.136603,88.378,142.402,88.5146
137.3,0.136248,88.3784,142.402,88.5146
137.4,0.135893,88.3787,142.401,88.5146
137.5,0.13554,88.3791,142.401,88.5146
137.6,0.135187,88.3794,142.4,88.5146
137.7,0.134836,88.3798,142.4,88.5146
137.8,0.134485,88.3801,142.399,88.5146
137.9,0.134135,88.3805,142.399,88.5146
138,0.133786,88.3808,142.398,88.5146
138.1,0.133438,88.3812,142.398,88.5146
138.2,0.133091,88.3815,142.397,88.5146
138.3,0.132745,88.3819,142.397,88.5146
138.4,0.1324,88.3822,142.396,88.5146
138.5,0.132055,88.3826,142.396,88.5146
138.6,0.131712,88.3829,142.395,88.5146
138.7,0.131369,88.3833,142.395,88.5146
138.8,0.131028,88.3836,142.394,88.5146
138.9,0.130687,88.3839,142.394,88.5146
139,0.130347,88.3843,142.394,88.5146
139.1,0.130008,88.3846,142.393,88.5146
139.2,0.12967,88.385,142.393,88.5146
139.3,0.129332,88.3853,142.392,88.5146
139.4,0.128996,88.3856,142.392,88.5146
139.5,0.12866,88.386,142.391,88.5146
139.6,0.128326,88.3863,142.391,88.5146
139.7,0.127992,88.3866,142.39,88.5146
139.8,0.127659,88.387,142.39,88.5146
139.9,0.127327,88.3873,142.389,88.5146
140,0.126996,88.3876,142.389,88.5146
140.1,0.126666,88.388,142.388,88.5146
140.2,0.126336,88.3883,142.388,88.5146
140.3,0.126007,88.3886,142.388,88.5146
140.4,0.12568,88.3889,142.387,88.5146
140.5,0.125353,88.3893,142.387,88.5146
140.6,0.125027,88.3896,142.386,88.5146
140.7,0.124702,88.3899,142.386,88.5146
140.8,0.124377,88.3903,142.385,88.5146
140.9,0.124054,88.3906,142.385,88.5146
141,0.123731,88.3909,142.384,88.5146
141.1,0.123409,88.3912,142.384,88.5146
141.2,0.123088,88.3915,142.384,88.5146
141.3,0.122768,88.3919,142.383,88.5146
141.4,0.122449,88.3922,142.383,88.5146
141.5,0.12213,88.3925,142.382,88.5146
141.6,0.121812,88.3928,142.382,88.5146
141.7,0.121496,88.3931,142.381,88.5146
141.8,0.12118,88.3934,142.381,88.5146
141.9,0.120864,88.3938,142.38,88.5146
142,0.12055,88.3941,142.38,88.5146
142.1,0.120236,88.3944,142.38,88.5146
142.2,0.119924,88.3947,142.379,88.5146
142.3,0.119612,88.395,142.379,88.5146
142.4,0.119301,88.3953,142.378,88.5146
142.5,0.11899,88.3956,142.378,88.5146
142.6,0.118681,88.3959,142.377,88.5146
142.7,0.118372,88.3963,142.377,88.5146
142.8,0.118064,88.3966,142.377,88.5146
142.9,0.117757,88.3969,142.376,88.5146
143,0.117451,88.3972,142.376,88.5146
143.1,0.117145,88.3975,142.375,88.5146
143.2,0.116841,88.3978,142.375,88.5146
143.3,0.116537,88.3981,142.374,88.5146
143.4,0.116234,88.3984,142.374,88.5146
143.5,0.115931,88.3987,142.374,88.5146
143.6,0.11563,88.399,142.373,88.5146
143.7,0.115329,88.3993,142.373,88.5146
143.8,0.115029,88.3996,142.372,88.5146
143.9,0.11473,88.3999,142.372,88.5146
144,0.114431,88.4002,142.372,88.5146
144.1,0.114134,88.4005,142.371,88.5146
144.2,0.113837,88.4008,142.371,88.5146
144.3,0.113541,88.4011,142.37,88.5146
144.4,0.113245,88.4014,142.37,88.5146
144.5,0.112951,88.4017,142.37,88.5146
144.6,0.112657,88.402,142.369,88.5146
144.7,0.112364,88.4023,142.369,88.5146
144.8,0.112072,88.4026,142.368,88.5146
144.9,0.11178,88.4028,142.368,88.5146
145,0.11149,88.4031,142.367,88.5146
145.1,0.1112,88.4034,142.367,88.5146
145.2,0.11091,88.4037,142.367,88.5146
145.3,0.110622,88.404,142.366,88.5146
145.4,0.110334,88.4043,142.366,88.5146
145.5,0.110047,88.4046,142.365,88.5146
145.6,0.109761,88.4049,142.365,88.5146
145.7,0.109475,88.4052,142.365,88.5146
145.8,0.109191,88.4054,142.364,88.5146
145.9,0.108907,88.4057,142.364,88.5146
146,0.108623,88.406,142.364,88.5146
146.1,0.108341,88.4063,142.363,88.5146
146.2,0.108059,88.4066,142.363,88.5146
146.3,0.107778,88.4069,142.362,88.5146
146.4,0.107498,88.4071,142.362,88.5146
146.5,0.107218,88.4074,142.362,88.5146
146.6,0.106939,88.4077,142.361,88.5146
146.7,0.106661,88.408,142.361,88.5146
146.8,0.106384,88.4082,142.36,88.5146
146.9,0.106107,88.4085,142.36,88.5146
147,0.105831,88.4088,142.36,88.5146
147.1,0.105556,88.4091,142.359,88.5146
147.2,0.105281,88.4093,142.359,88.5146
147.3,0.105007,88.4096,142.359,88.5146
147.4,0.104734,88.4099,142.358,88.5146
147.5,0.104462,88.4102,142.358,88.5146
147.6,0.10419,88.4104,142.357,88.5146
147.7,0.103919,88.4107,142.357,88.5146
147.8,0.103649,88.411,142.357,88.5146
147.9,0.103379,88.4112,142.356,88.5146
148,0.10311,88.4115,142.356,88.5146
148.1,0.102842,88.4118,142.356,88.5146
148.2,0.102574,88.4121,142.355,88.5146
148.3,0.102308,88.4123,142.355,88.5146
148.4,0.102042,88.4126,142.354,88.5146
148.5,0.101776,88.4129,142.354,88.5146
148.6,0.101511,88.4131,142.354,88.5146
148.7,0.101247,88.4134,142.353,88.5146
148.8,0.100984,88.4136,142.353,88.5146
148.9,0.100721,88.4139,142.353,88.5146
149,0.100459,88.4142,142.352,88.5146
149.1,0.100198,88.4144,142.352,88.5146
149.2,0.0999375,88.4147,142.352,88.5146
149.3,0.0996776,88.415,142.351,88.5146
149.4,0.0994183,88.4152,142.351,88.5146
149.5,0.0991597,88.4155,142.35,88.5146
149.6,0.0989018,88.4157,142.35,88.5146
149.7,0.0986445,88.416,142.35,88.5146
149.8,0.098388,88.4162,142.349,88.5146
149.9,0.0981321,88.4165,142.349,88.5146
150,0.0978768,88.4168,142.349,88.5146
150.1,0.0976222,88.417,142.348,88.5146
150.2,0.0973683,88.4173,142.348,88.5146
150.3,0.0971151,88.4175,142.348,88.5146
150.4,0.0968625,88.4178,142.347,88.5146
150.5,0.0966105,88.418,142.347,88.5146
150.6,0.0963592,88.4183,142.347,88.5146
150.7,0.0961086,88.4185,142.346,88.5146
150.8,0.0958586,88.4188,142.346,88.5146
150.9,0.0956093,88.419,142.346,88.5146
151,0.0953606,88.4193,142.345,88.5146
151.1,0.0951126,88.4195,142.345,88.5146
151.2,0.0948652,88.4198,142.345,88.5146
151.3,0.0946184,88.42,142.344,88.5146
151.4,0.0943723,88.4203,142.344,88.5146
151.5,0.0941269,88.4205,142.343,88.5146
151.6,0.093882,88.4207,142.343,88.5146
151.7,0.0936378,88.421,142.343,88.5146
151.8,0.0933943,88.4212,142.342,88.5146
151.9,0.0931514,88.4215,142.342,88.5146
152,0.0929091,88.4217,142.342,88.5146
152.1,0.0926674,88.422,142.341,88.5146
152.2,0.0924264,88.4222,142.341,88.5146
152.3,0.092186,88.4224,142.341,88.5146
152.4,0.0919462,88.4227,142.34,88.5146
152.5,0.0917071,88.4229,142.34,88.5146
152.6,0.0914685,88.4232,142.34,88.5146
152.7,0.0912306,88.4234,142.339,88.5146
152.8,0.0909933,88.4236,142.339,88.5146
152.9,0.0907566,88.4239,142.339,88.5146
153,0.0905206,88.4241,142.339,88.5146
153.1,0.0902851,88.4243,142.338,88.5146
153.2,0.0900503,88.4246,142.338,88.5146
153.3,0.0898161,88.4248,142.338,88.5146
153.4,0.0895825,88.425,142.337,88.5146
153.5,0.0893495,88.4253,142.337,88.5146
153.6,0.0891171,88.4255,142.337,88.5146
153.7,0.0888853,88.4257,142.336,88.5146
153.8,0.0886541,88.426,142.336,88.5146
153.9,0.0884235,88.4262,142.336,88.5146
154,0.0881935,88.4264,142.335,88.5146
154.1,0.0879641,88.4267,142.335,88.5146
154.2,0.0877353,88.4269,142.335,88.5146
154.3,0.0875071,88.4271,142.334,88.5146
154.4,0.0872795,88.4273,142.334,88.5146
154.5,0.0870525,88.4276,142.334,88.5146
154.6,0.0868261,88.4278,142.333,88.5146
154.7,0.0866002,88.428,142.333,88.5146
154.8,0.086375,88.4283,142.333,88.5146
154.9,0.0861503,88.4285,142.332,88.5146
155,0.0859262,88.4287,142.332,88.5146
155.1,0.0857027,88.4289,142.332,88.5146
155.2,0.0854798,88.4291,142.332,88.5146
155.3,0.0852575,88.4294,142.331,88.5146
155.4,0.0850357,88.4296,142.331,88.5146
155.5,0.0848146,88.4298,142.331,88.5146
155.6,0.084594,88.43,142.33,88.5146
155.7,0.0843739,88.4303,142.33,88.5146
155.8,0.0841545,88.4305,142.33,88.5146
155.9,0.0839356,88.4307,142.329,88.5146
156,0.0837173,88.4309,142.329,88.5146
156.1,0.0834995,88.4311,142.329,88.5146
156.2,0.0832823,88.4313,142.329,88.5146
156.3,0.0830657,88.4316,142.328,88.5146
156.4,0.0828497,88.4318,142.328,88.5146
156.5,0.0826342,88.432,142.328,88.5146
156.6,0.0824192,88.4322,142.327,88.5146
156.7,0.0822049,88.4324,142.327,88.5146
156.8,0.0819911,88.4326,142.327,88.5146
156.9,0.0817778,88.4329,142.326,88.5146
157,0.0815651,88.4331,142.326,88.5146
157.1,0.0813529,88.4333,142.326,88.5146
157.2,0.0811413,88.4335,142.326,88.5146
157.3,0.0809303,88.4337,142.325,88.5146
157.4,0.0807198,88.4339,142.325,88.5146
157.5,0.0805098,88.4341,142.325,88.5146
157.6,0.0803004,88.4343,142.324,88.5146
157.7,0.0800916,88.4345,142.324,88.5146
157.8,0.0798833,88.4347,142.324,88.5146
157.9,0.0796755,88.435,142.324,88.5146
158,0.0794683,88.4352,142.323,88.5146
158.1,0.0792616,88.4354,142.323,88.5146
158.2,0.0790554,88.4356,142.323,88.5146
158.3,0.0788498,88.4358,142.322,88.5146
158.4,0.0786447,88.436,142.322,88.5146
158.5,0.0784401,88.4362,142.322,88.5146
158.6,0.0782361,88.4364,142.322,88.5146
158.7,0.0780326,88.4366,142.321,88.5146
158.8,0.0778297,88.4368,142.321,88.5146
158.9,0.0776272,88.437,142.321,88.5146
159,0.0774253,88.4372,142.32,88.5146
159.1,0.0772239,88.4374,142.32,88.5146
159.2,0.0770231,88.4376,142.32,88.5146
159.3,0.0768227,88.4378,142.32,88.5146
159.4,0.0766229,88.438,142.319,88.5146
159.5,0.0764236,88.4382,142.319,88.5146
159.6,0.0762249,88.4384,142.319,88.5146
159.7,0.0760266,88.4386,142.318,88.5146
159.8,0.0758288,88.4388,142.318,88.5146
159.9,0.0756316,88.439,142.318,88.5146
160,0.0754349,88.4392,142.318,88.5146
160.1,0.0752387,88.4394,142.317,88.5146
160.2,0.075043,88.4396,142.317,88.5146
160.3,0.0748478,88.4398,142.317,88.5146
160.4,0.0746531,88.44,142.317,88.5146
160.5,0.074459,88.4402,142.316,88.5146
160.6,0.0742653,88.4404,142.316,88.5146
160.7,0.0740721,88.4406,142.316,88.5146
160.8,0.0738795,88.4407,142.316,88.5146
160.9,0.0736873,88.4409,142.315,88.5146
161,0.0734957,88.4411,142.315,88.5146
161.1,0.0733045,88.4413,142.315,88.5146
161.2,0.0731138,88.4415,142.314,88.5146
161.3,0.0729237,88.4417,142.314,88.5146
161.4,0.072734,88.4419,142.314,88.5146
161.5,0.0725448,88.4421,142.314,88.5146
161.6,0.0723561,88.4423,142.313,88.5146
161.7,0.0721679,88.4425,142.313,88.5146
161.8,0.0719802,88.4426,142.313,88.5146
161.9,0.071793,88.4428,142.313,88.5146
162,0.0716063,88.443,142.312,88.5146
162.1,0.07142,88.4432,142.312,88.5146
162.2,0.0712343,88.4434,142.312,88.5146
162.3,0.071049,88.4436,142.312,88.5146
162.4,0.0708642,88.4438,142.311,88.5146
162.5,0.0706799,88.4439,142.311,88.5146
162.6,0.070496,88.4441,142.311,88.5146
162.7,0.0703127,88.4443,142.311,88.5146
162.8,0.0701298,88.4445,142.31,88.5146
162.9,0.0699474,88.4447,142.31,88.5146
163,0.0697655,88.4449,142.31,88.5146
163.1,0.069584,88.445,142.31,88.5146
163.2,0.069403,88.4452,142.309,88.5146
163.3,0.0692225,88.4454,142.309,88.5146
163.4,0.0690425,88.4456,142.309,88.5146
163.5,0.0688629,88.4458,142.309,88.5146
163.6,0.0686838,88.4459,142.308,88.5146
163.7,0.0685051,88.4461,142.308,88.5146
163.8,0.0683269,88.4463,142.308,88.5146
163.9,0.0681492,88.4465,142.308,88.5146
164,0.067972,88.4467,142.307,88.5146
164.1,0.0677952,88.4468,142.307,88.5146
164.2,0.0676188,88.447,142.307,88.5146
164.3,0.067443,88.4472,142.307,88.5146
164.4,0.0672675,88.4474,142.306,88.5146
164.5,0.0670926,88.4475,142.306,88.5146
164.6,0.0669181,88.4477,142.306,88.5146
164.7,0.066744,88.4479,142.306,88.5146
164.8,0.0665704,88.4481,142.305,88.5146
164.9,0.0663973,88.4482,142.305,88.5146
165,0.0662246,88.4484,142.305,88.5146
165.1,0.0660523,88.4486,142.305,88.5146
165.2,0.0658805,88.4487,142.304,88.5146
165.3,0.0657092,88.4489,142.304,88.5146
165.4,0.0655383,88.4491,142.304,88.5146
165.5,0.0653678,88.4493,142.304,88.5146
165.6,0.0651978,88.4494,142.304,88.5146
165.7,0.0650282,88.4496,142.303,88.5146
165.8,0.0648591,88.4498,142.303,88.5146
165.9,0.0646904,88.4499,142.303,88.5146
166,0.0645221,88.4501,142.303,88.5146
166.1,0.0643543,88.4503,142.302,88.5146
166.2,0.0641869,88.4504,142.302,88.5146
166.3,0.06402,88.4506,142.302,88.5146
166.4,0.0638535,88.4508,142.302,88.5146
166.5,0.0636874,88.4509,142.301,88.5146
166.6,0.0635217,88.4511,142.301,88.5146
166.7,0.0633565,88.4513,142.301,88.5146
166.8,0.0631917,88.4514,142.301,88.5146
166.9,0.0630274,88.4516,142.301,88.5146
167,0.0628634,88.4518,142.3,88.5146
167.1,0.0626999,88.4519,142.3,88.5146
167.2,0.0625369,88.4521,142.3,88.5146
167.3,0.0623742,88.4523,142.3,88.5146
167.4,0.062212,88.4524,142.299,88.5146
167.5,0.0620502,88.4526,142.299,88.5146
167.6,0.0618888,88.4527,142.299,88.5146
167.7,0.0617278,88.4529,142.299,88.5146
167.8,0.0615672,88.4531,142.299,88.5146
167.9,0.0614071,88.4532,142.298,88.5146
168,0.0612474,88.4534,142.298,88.5146
168.1,0.0610881,88.4535,142.298,88.5146
168.2,0.0609292,88.4537,142.298,88.5146
168.3,0.0607707,88.4539,142.297,88.5146
168.4,0.0606127,88.454,142.297,88.5146
168.5,0.060455,88.4542,142.297,88.5146
168.6,0.0602978,88.4543,142.297,88.5146
168.7,0.0601409,88.4545,142.297,88.5146
168.8,0.0599845,88.4546,142.296,88.5146
168.9,0.0598285,88.4548,142.296,88.5146
169,0.0596729,88.455,142.296,88.5146
169.1,0.0595177,88.4551,142.296,88.5146
169.2,0.0593629,88.4553,142.295,88.5146
169.3,0.0592085,88.4554,142.295,88.5146
169.4,0.0590545,88.4556,142.295,88.5146
169.5,0.0589009,88.4557,142.295,88.5146
169.6,0.0587477,88.4559,142.295,88.5146
169.7,0.0585949,88.456,142.294,88.5146
169.8,0.0584425,88.4562,142.294,88.5146
169.9,0.0582905,88.4563,142.294,88.5146
170,0.0581389,88.4565,142.294,88.5146
170.1,0.0579877,88.4566,142.294,88.5146
170.2,0.0578368,88.4568,142.293,88.5146
170.3,0.0576864,88.4569,142.293,88.5146
170.4,0.0575364,88.4571,142.293,88.5146
170.5,0.0573867,88.4572,142.293,88.5146
170.6,0.0572375,88.4574,142.293,88.5146
170.7,0.0570886,88.4575,142.292,88.5146
170.8,0.0569401,88.4577,142.292,88.5146
170.9,0.056792,88.4578,142.292,88.5146
171,0.0566443,88.458,142.292,88.5146
171.1,0.056497,88.4581,142.292,88.5146
171.2,0.05635,88.4583,142.291,88.5146
171.3,0.0562034,88.4584,142.291,88.5146
171.4,0.0560573,88.4586,142.291,88.5146
171.5,0.0559115,88.4587,142.291,88.5146
171.6,0.055766,88.4589,142.291,88.5146
171.7,0.055621,88.459,142.29,88.5146
171.8,0.0554763,88.4592,142.29,88.5146
171.9,0.055332,88.4593,142.29,88.5146
172,0.0551881,88.4594,142.29,88.5146
172.1,0.0550446,88.4596,142.29,88.5146
172.2,0.0549014,88.4597,142.289,88.5146
172.3,0.0547586,88.4599,142.289,88.5146
172.4,0.0546162,88.46,142.289,88.5146
172.5,0.0544741,88.4602,142.289,88.5146
172.6,0.0543325,88.4603,142.289,88.5146
172.7,0.0541911,88.4604,142.288,88.5146
172.8,0.0540502,88.4606,142.288,88.5146
172.9,0.0539096,88.4607,142.288,88.5146
173,0.0537694,88.4609,142.288,88.5146
173.1,0.0536295,88.461,142.288,88.5146
173.2,0.0534901,88.4611,142.287,88.5146
173.3,0.0533509,88.4613,142.287,88.5146
173.4,0.0532122,88.4614,142.287,88.5146
173.5,0.0530738,88.4616,142.287,88.5146
173.6,0.0529357,88.4617,142.287,88.5146
173.7,0.052798,88.4618,142.286,88.5146
173.8,0.0526607,88.462,142.286,88.5146
173.9,0.0525237,88.4621,142.286,88.5146
174,0.0523871,88.4622,142.286,88.5146
174.1,0.0522509,88.4624,142.286,88.5146
174.2,0.052115,88.4625,142.285,88.5146
174.3,0.0519794,88.4626,142.285,88.5146
174.4,0.0518442,88.4628,142.285,88.5146
174.5,0.0517094,88.4629,142.285,88.5146
174.6,0.0515749,88.4631,142.285,88.5146
174.7,0.0514408,88.4632,142.285,88.5146
174.8,0.051307,88.4633,142.284,88.5146
174.9,0.0511735,88.4635,142.284,88.5146
175,0.0510404,88.4636,142.284,88.5146
175.1,0.0509077,88.4637,142.284,88.5146
175.2,0.0507753,88.4639,142.284,88.5146
175.3,0.0506432,88.464,142.283,88.5146
175.4,0.0505115,88.4641,142.283,88.5146
175.5,0.0503801,88.4642,142.283,88.5146
175.6,0.0502491,88.4644,142.283,88.5146
175.7,0.0501184,88.4645,142.283,88.5146
175.8,0.049988,88.4646,142.283,88.5146
175.9,0.049858,88.4648,142.282,88.5146
176,0.0497283,88.4649,142.282,88.5146
176.1,0.049599,88.465,142.282,88.5146
176.2,0.04947,88.4652,142.282,88.5146
176.3,0.0493413,88.4653,142.282,88.5146
176.4,0.049213,88.4654,142.281,88.5146
176.5,0.049085,88.4655,142.281,88.5146
176.6,0.0489573,88.4657,142.281,88.5146
176.7,0.04883,88.4658,142.281,88.5146
176.8,0.048703,88.4659,142.281,88.5146
176.9,0.0485763,88.4661,142.281,88.5146
177,0.04845,88.4662,142.28,88.5146
177.1,0.0483239,88.4663,142.28,88.5146
177.2,0.0481983,88.4664,142.28,88.5146
177.3,0.0480729,88.4666,142.28,88.5146
177.4,0.0479479,88.4667,142.28,88.5146
177.5,0.0478231,88.4668,142.28,88.5146
177.6,0.0476988,88.4669,142.279,88.5146
177.7,0.0475747,88.4671,142.279,88.5146
177.8,0.047451,88.4672,142.279,88.5146
177.9,0.0473275,88.4673,142.279,88.5146
178,0.0472045,88.4674,142.279,88.5146
178.1,0.0470817,88.4675,142.279,88.5146
178.2,0.0469592,88.4677,142.278,88.5146
178.3,0.0468371,88.4678,142.278,88.5146
178.4,0.0467153,88.4679,142.278,88.5146
178.5,0.0465938,88.468,142.278,88.5146
178.6,0.0464726,88.4682,142.278,88.5146
178.7,0.0463517,88.4683,142.278,88.5146
178.8,0.0462311,88.4684,142.277,88.5146
178.9,0.0461109,88.4685,142.277,88.5146
179,0.045991,88.4686,142.277,88.5146
179.1,0.0458713,88.4688,142.277,88.5146
179.2,0.045752,88.4689,142.277,88.5146
179.3,0.045633,88.469,142.277,88.5146
179.4,0.0455144,88.4691,142.276,88.5146
179.5,0.045396,88.4692,142.276,88.5146
179.6,0.0452779,88.4694,142.276,88.5146
179.7,0.0451601,88.4695,142.276,88.5146
179.8,0.0450427,88.4696,142.276,88.5146
179.9,0.0449255,88.4697,142.276,88.5146
180,0.0448087,88.4698,142.275,88.5146
180.1,0.0446921,88.4699,142.275,88.5146
180.2,0.0445759,88.4701,142.275,88.5146
180.3,0.04446,88.4702,142.275,88.5146
180.4,0.0443443,88.4703,142.275,88.5146
180.5,0.044229,88.4704,142.275,88.5146
180.6,0.0441139,88.4705,142.274,88.5146
180.7,0.0439992,88.4706,142.274,88.5146
180.8,0.0438848,88.4707,142.274,88.5146
180.9,0.0437706,88.4709,142.274,88.5146
181,0.0436568,88.471,142.274,88.5146
181.1,0.0435432,88.4711,142.274,88.5146
181.2,0.04343,88.4712,142.273,88.5146
181.3,0.043317,88.4713,142.273,88.5146
181.4,0.0432044,88.4714,142.273,88.5146
181.5,0.043092,88.4715,142.273,88.5146
181.6,0.0429799,88.4716,142.273,88.5146
181.7,0.0428681,88.4718,142.273,88.5146
181.8,0.0427566,88.4719,142.273,88.5146
181.9,0.0426454,88.472,142.272,88.5146
182,0.0425345,88.4721,142.272,88.5146
182.1,0.0424239,88.4722,142.272,88.5146
182.2,0.0423135,88.4723,142.272,88.5146
182.3,0.0422035,88.4724,142.272,88.5146
182.4,0.0420937,88.4725,142.272,88.5146
182.5,0.0419842,88.4726,142.271,88.5146
182.6,0.041875,88.4728,142.271,88.5146
182.7,0.0417661,88.4729,142.271,88.5146
182.8,0.0416575,88.473,142.271,88.5146
182.9,0.0415491,88.4731,142.271,88.5146
183,0.0414411,88.4732,142.271,88.5146
183.1,0.0413333,88.4733,142.271,88.5146
183.2,0.0412258,88.4734,142.27,88.5146
183.3,0.0411186,88.4735,142.27,88.5146
183.4,0.0410116,88.4736,142.27,88.5146
183.5,0.040905,88.4737,142.27,88.5146
183.6,0.0407986,88.4738,142.27,88.5146
183.7,0.0406924,88.4739,142.27,88.5146
183.8,0.0405866,88.474,142.27,88.5146
183.9,0.040481,88.4741,142.269,88.5146
184,0.0403758,88.4743,142.269,88.5146
184.1,0.0402707,88.4744,142.269,88.5146
184.2,0.040166,88.4745,142.269,88.5146
184.3,0.0400615,88.4746,142.269,88.5146
184.4,0.0399573,88.4747,142.269,88.5146
184.5,0.0398534,88.4748,142.269,88.5146
184.6,0.0397498,88.4749,142.268,88.5146
184.7,0.0396464,88.475,142.268,88.5146
184.8,0.0395433,88.4751,142.268,88.5146
184.9,0.0394404,88.4752,142.268,88.5146
185,0.0393378,88.4753,142.268,88.5146
185.1,0.0392355,88.4754,142.268,88.5146
185.2,0.0391335,88.4755,142.268,88.5146
185.3,0.0390317,88.4756,142.267,88.5146
185.4,0.0389302,88.4757,142.267,88.5146
185.5,0.0388289,88.4758,142.267,88.5146
185.6,0.0387279,88.4759,142.267,88.5146
185.7,0.0386272,88.476,142.267,88.5146
185.8,0.0385267,88.4761,142.267,88.5146
185.9,0.0384265,88.4762,142.267,88.5146
186,0.0383266,88.4763,142.266,88.5146
186.1,0.0382269,88.4764,142.266,88.5146
186.2,0.0381275,88.4765,142.266,88.5146
186.3,0.0380283,88.4766,142.266,88.5146
186.4,0.0379294,88.4767,142.266,88.5146
186.5,0.0378307,88.4768,142.266,88.5146
186.6,0.0377323,88.4769,142.266,88.5146
186.7,0.0376342,88.477,142.265,88.5146
186.8,0.0375363,88.4771,142.265,88.5146
186.9,0.0374387,88.4772,142.265,88.5146
187,0.0373413,88.4773,142.265,88.5146
187.1,0.0372442,88.4774,142.265,88.5146
187.2,0.0371473,88.4775,142.265,88.5146
187.3,0.0370507,88.4776,142.265,88.5146
187.4,0.0369544,88.4777,142.265,88.5146
