Time,Error,Actual Speed,Torque,Target Speed
263.7,0.00506643,88.5096,142.221,88.5146
263.8,0.00505326,88.5096,142.221,88.5146
263.9,0.00504012,88.5096,142.221,88.5146
264,0.00502701,88.5096,142.22,88.5146
264.1,0.00501393,88.5096,142.22,88.5146
264.2,0.00500089,88.5096,142.22,88.5146
264.3,0.00498789,88.5096,142.22,88.5146
264.4,0.00497491,88.5097,142.22,88.5146
264.5,0.00496197,88.5097,142.22,88.5146
264.6,0.00494907,88.5097,142.22,88.5146
264.7,0.0049362,88.5097,142.22,88.5146
264.8,0.00492336,88.5097,142.22,88.5146
264.9,0.00491055,88.5097,142.22,88.5146
265,0.00489778,88.5097,142.22,88.5146
265.1,0.00488504,88.5097,142.22,88.5146
265.2,0.00487234,88.5098,142.22,88.5146
265.3,0.00485967,88.5098,142.22,88.5146
265.4,0.00484703,88.5098,142.22,88.5146
265.5,0.00483442,88.5098,142.22,88.5146
265.6,0.00482185,88.5098,142.22,88.5146
265.7,0.00480931,88.5098,142.22,88.5146
265.8,0.0047968,88.5098,142.22,88.5146
265.9,0.00478432,88.5098,142.22,88.5146
266,0.00477188,88.5099,142.22,88.5146
266.1,0.00475947,88.5099,142.22,88.5146
266.2,0.00474709,88.5099,142.22,88.5146
266.3,0.00473474,88.5099,142.22,88.5146
266.4,0.00472243,88.5099,142.22,88.5146
266.5,0.00471015,88.5099,142.22,88.5146
266.6,0.0046979,88.5099,142.22,88.5146
266.7,0.00468568,88.5099,142.22,88.5146
266.8,0.00467349,88.51,142.22,88.5146
266.9,0.00466134,88.51,142.22,88.5146
267,0.00464921,88.51,142.22,88.5146
267.1,0.00463712,88.51,142.22,88.5146
267.2,0.00462506,88.51,142.22,88.5146
267.3,0.00461303,88.51,142.22,88.5146
267.4,0.00460103,88.51,142.22,88.5146
267.5,0.00458907,88.51,142.22,88.5146
267.6,0.00457713,88.5101,142.22,88.5146
267.7,0.00456523,88.5101,142.22,88.5146
267.8,0.00455335,88.5101,142.22,88.5146
267.9,0.00454151,88.5101,142.22,88.5146
268,0.0045297,88.5101,142.22,88.5146
268.1,0.00451792,88.5101,142.22,88.5146
268.2,0.00450617,88.5101,142.22,88.5146
268.3,0.00449445,88.5101,142.22,88.5146
268.4,0.00448276,88.5101,142.22,88.5146
268.5,0.0044711,88.5102,142.22,88.5146
268.6,0.00445947,88.5102,142.22,88.5146
268.7,0.00444787,88.5102,142.22,88.5146
268.8,0.0044363,88.5102,142.22,88.5146
268.9,0.00442477,88.5102,142.22,88.5146
269,0.00441326,88.5102,142.22,88.5146
269.1,0.00440178,88.5102,142.22,88.5146
269.2,0.00439033,88.5102,142.22,88.5146
269.3,0.00437891,88.5102,142.22,88.5146
269.4,0.00436752,88.5103,142.22,88.5146
269.5,0.00435616,88.5103,142.22,88.5146
269.6,0.00434483,88.5103,142.22,88.5146
269.7,0.00433353,88.5103,142.22,88.5146
269.8,0.00432226,88.5103,142.22,88.5146
269.9,0.00431102,88.5103,142.22,88.5146
270,0.00429981,88.5103,142.219,88.5146
270.1,0.00428863,88.5103,142.219,88.5146
270.2,0.00427747,88.5104,142.219,88.5146
270.3,0.00426635,88.5104,142.219,88.5146
270.4,0.00425525,88.5104,142.219,88.5146
270.5,0.00424418,88.5104,142.219,88.5146
270.6,0.00423315,88.5104,142.219,88.5146
270.7,0.00422214,88.5104,142.219,88.5146
270.8,0.00421116,88.5104,142.219,88.5146
270.9,0.0042002,88.5104,142.219,88.5146
271,0.00418928,88.5104,142.219,88.5146
271.1,0.00417838,88.5104,142.219,88.5146
271.2,0.00416752,88.5105,142.219,88.5146
271.3,0.00415668,88.5105,142.219,88.5146
271.4,0.00414587,88.5105,142.219,88.5146
271.5,0.00413508,88.5105,142.219,88.5146
271.6,0.00412433,88.5105,142.219,88.5146
271.7,0.0041136,88.5105,142.219,88.5146
271.8,0.0041029,88.5105,142.219,88.5146
271.9,0.00409223,88.5105,142.219,88.5146
272,0.00408159,88.5105,142.219,88.5146
272.1,0.00407097,88.5106,142.219,88.5146
272.2,0.00406038,88.5106,142.219,88.5146
272.3,0.00404982,88.5106,142.219,88.5146
272.4,0.00403929,88.5106,142.219,88.5146
272.5,0.00402879,88.5106,142.219,88.5146
272.6,0.00401831,88.5106,142.219,88.5146
272.7,0.00400786,88.5106,142.219,88.5146
272.8,0.00399743,88.5106,142.219,88.5146
272.9,0.00398704,88.5106,142.219,88.5146
273,0.00397667,88.5107,142.219,88.5146
273.1,0.00396632,88.5107,142.219,88.5146
273.2,0.00395601,88.5107,142.219,88.5146
273.3,0.00394572,88.5107,142.219,88.5146
273.4,0.00393546,88.5107,142.219,88.5146
273.5,0.00392522,88.5107,142.219,88.5146
273.6,0.00391501,88.5107,142.219,88.5146
273.7,0.00390483,88.5107,142.219,88.5146
273.8,0.00389467,88.5107,142.219,88.5146
273.9,0.00388454,88.5107,142.219,88.5146
274,0.00387444,88.5108,142.219,88.5146
274.1,0.00386437,88.5108,142.219,88.5146
274.2,0.00385431,88.5108,142.219,88.5146
274.3,0.00384429,88.5108,142.219,88.5146
274.4,0.00383429,88.5108,142.219,88.5146
274.5,0.00382432,88.5108,142.219,88.5146
274.6,0.00381437,88.5108,142.219,88.5146
274.7,0.00380445,88.5108,142.219,88.5146
274.8,0.00379456,88.5108,142.219,88.5146
274.9,0.00378469,88.5108,142.219,88.5146
275,0.00377484,88.5109,142.219,88.5146
275.1,0.00376503,88.5109,142.219,88.5146
275.2,0.00375523,88.5109,142.219,88.5146
275.3,0.00374547,88.5109,142.219,88.5146
275.4,0.00373573,88.5109,142.219,88.5146
275.5,0.00372601,88.5109,142.219,88.5146
275.6,0.00371632,88.5109,142.219,88.5146
275.7,0.00370665,88.5109,142.219,88.5146
275.8,0.00369701,88.5109,142.219,88.5146
275.9,0.0036874,88.5109,142.219,88.5146
276,0.00367781,88.511,142.219,88.5146
276.1,0.00366824,88.511,142.219,88.5146
276.2,0.0036587,88.511,142.219,88.5146
276.3,0.00364919,88.511,142.219,88.5146
276.4,0.0036397,88.511,142.219,88.5146
276.5,0.00363023,88.511,142.219,88.5146
276.6,0.00362079,88.511,142.219,88.5146
276.7,0.00361137,88.511,142.219,88.5146
276.8,0.00360198,88.511,142.219,88.5146
276.9,0.00359261,88.511,142.219,88.5146
277,0.00358327,88.511,142.218,88.5146
277.1,0.00357395,88.5111,142.218,88.5146
277.2,0.00356465,88.5111,142.218,88.5146
277.3,0.00355538,88.5111,142.218,88.5146
277.4,0.00354613,88.5111,142.218,88.5146
277.5,0.00353691,88.5111,142.218,88.5146
277.6,0.00352771,88.5111,142.218,88.5146
277.7,0.00351854,88.5111,142.218,88.5146
277.8,0.00350939,88.5111,142.218,88.5146
277.9,0.00350026,88.5111,142.218,88.5146
278,0.00349115,88.5111,142.218,88.5146
278.1,0.00348207,88.5111,142.218,88.5146
278.2,0.00347302,88.5112,142.218,88.5146
278.3,0.00346399,88.5112,142.218,88.5146
278.4,0.00345498,88.5112,142.218,88.5146
278.5,0.00344599,88.5112,142.218,88.5146
278.6,0.00343703,88.5112,142.218,88.5146
278.7,0.00342809,88.5112,142.218,88.5146
278.8,0.00341917,88.5112,142.218,88.5146
278.9,0.00341028,88.5112,142.218,88.5146
279,0.00340141,88.5112,142.218,88.5146
279.1,0.00339256,88.5112,142.218,88.5146
279.2,0.00338374,88.5112,142.218,88.5146
279.3,0.00337494,88.5113,142.218,88.5146
279.4,0.00336616,88.5113,142.218,88.5146
279.5,0.00335741,88.5113,142.218,88.5146
279.6,0.00334868,88.5113,142.218,88.5146
279.7,0.00333997,88.5113,142.218,88.5146
279.8,0.00333128,88.5113,142.218,88.5146
279.9,0.00332261,88.5113,142.218,88.5146
280,0.00331397,88.5113,142.218,88.5146
280.1,0.00330535,88.5113,142.218,88.5146
280.2,0.00329676,88.5113,142.218,88.5146
280.3,0.00328818,88.5113,142.218,88.5146
280.4,0.00327963,88.5113,142.218,88.5146
280.5,0.0032711,88.5114,142.218,88.5146
280.6,0.00326259,88.5114,142.218,88.5146
280.7,0.00325411,88.5114,142.218,88.5146
280.8,0.00324564,88.5114,142.218,88.5146
280.9,0.0032372,88.5114,142.218,88.5146
281,0.00322878,88.5114,142.218,88.5146
281.1,0.00322039,88.5114,142.218,88.5146
281.2,0.00321201,88.5114,142.218,88.5146
281.3,0.00320366,88.5114,142.218,88.5146
281.4,0.00319532,88.5114,142.218,88.5146
281.5,0.00318701,88.5114,142.218,88.5146
281.6,0.00317873,88.5114,142.218,88.5146
281.7,0.00317046,88.5115,142.218,88.5146
281.8,0.00316221,88.5115,142.218,88.5146
281.9,0.00315399,88.5115,142.218,88.5146
282,0.00314578,88.5115,142.218,88.5146
282.1,0.0031376,88.5115,142.218,88.5146
282.2,0.00312944,88.5115,142.218,88.5146
282.3,0.0031213,88.5115,142.218,88.5146
282.4,0.00311319,88.5115,142.218,88.5146
282.5,0.00310509,88.5115,142.218,88.5146
282.6,0.00309701,88.5115,142.218,88.5146
282.7,0.00308896,88.5115,142.218,88.5146
282.8,0.00308092,88.5115,142.218,88.5146
282.9,0.00307291,88.5116,142.218,88.5146
283,0.00306492,88.5116,142.218,88.5146
283.1,0.00305695,88.5116,142.218,88.5146
283.2,0.003049,88.5116,142.218,88.5146
283.3,0.00304107,88.5116,142.218,88.5146
283.4,0.00303316,88.5116,142.218,88.5146
283.5,0.00302527,88.5116,142.218,88.5146
283.6,0.0030174,88.5116,142.218,88.5146
283.7,0.00300955,88.5116,142.218,88.5146
283.8,0.00300173,88.5116,142.218,88.5146
283.9,0.00299392,88.5116,142.218,88.5146
284,0.00298613,88.5116,142.218,88.5146
284.1,0.00297837,88.5116,142.218,88.5146
284.2,0.00297062,88.5117,142.218,88.5146
284.3,0.00296289,88.5117,142.218,88.5146
284.4,0.00295519,88.5117,142.218,88.5146
284.5,0.0029475,88.5117,142.218,88.5146
284.6,0.00293983,88.5117,142.218,88.5146
284.7,0.00293219,88.5117,142.218,88.5146
284.8,0.00292456,88.5117,142.218,88.5146
284.9,0.00291696,88.5117,142.218,88.5146
285,0.00290937,88.5117,142.218,88.5146
285.1,0.0029018,88.5117,142.218,88.5146
285.2,0.00289426,88.5117,142.218,88.5146
285.3,0.00288673,88.5117,142.218,88.5146
285.4,0.00287922,88.5117,142.218,88.5146
285.5,0.00287173,88.5118,142.218,88.5146
285.6,0.00286426,88.5118,142.218,88.5146
285.7,0.00285681,88.5118,142.217,88.5146
285.8,0.00284938,88.5118,142.217,88.5146
285.9,0.00284197,88.5118,142.217,88.5146
286,0.00283458,88.5118,142.217,88.5146
286.1,0.00282721,88.5118,142.217,88.5146
286.2,0.00281986,88.5118,142.217,88.5146
286.3,0.00281252,88.5118,142.217,88.5146
286.4,0.00280521,88.5118,142.217,88.5146
286.5,0.00279791,88.5118,142.217,88.5146
286.6,0.00279063,88.5118,142.217,88.5146
286.7,0.00278338,88.5118,142.217,88.5146
286.8,0.00277614,88.5119,142.217,88.5146
286.9,0.00276892,88.5119,142.217,88.5146
287,0.00276172,88.5119,142.217,88.5146
287.1,0.00275453,88.5119,142.217,88.5146
287.2,0.00274737,88.5119,142.217,88.5146
287.3,0.00274022,88.5119,142.217,88.5146
287.4,0.0027331,88.5119,142.217,88.5146
287.5,0.00272599,88.5119,142.217,88.5146
287.6,0.0027189,88.5119,142.217,88.5146
287.7,0.00271183,88.5119,142.217,88.5146
287.8,0.00270477,88.5119,142.217,88.5146
287.9,0.00269774,88.5119,142.217,88.5146
288,0.00269072,88.5119,142.217,88.5146
288.1,0.00268372,88.5119,142.217,88.5146
288.2,0.00267674,88.512,142.217,88.5146
288.3,0.00266978,88.512,142.217,88.5146
288.4,0.00266284,88.512,142.217,88.5146
288.5,0.00265591,88.512,142.217,88.5146
288.6,0.00264901,88.512,142.217,88.5146
288.7,0.00264212,88.512,142.217,88.5146
288.8,0.00263524,88.512,142.217,88.5146
288.9,0.00262839,88.512,142.217,88.5146
289,0.00262155,88.512,142.217,88.5146
289.1,0.00261474,88.512,142.217,88.5146
289.2,0.00260794,88.512,142.217,88.5146
289.3,0.00260115,88.512,142.217,88.5146
289.4,0.00259439,88.512,142.217,88.5146
289.5,0.00258764,88.512,142.217,88.5146
289.6,0.00258091,88.512,142.217,88.5146
289.7,0.0025742,88.5121,142.217,88.5146
289.8,0.0025675,88.5121,142.217,88.5146
289.9,0.00256082,88.5121,142.217,88.5146
290,0.00255416,88.5121,142.217,88.5146
290.1,0.00254752,88.5121,142.217,88.5146
290.2,0.0025409,88.5121,142.217,88.5146
290.3,0.00253429,88.5121,142.217,88.5146
290.4,0.0025277,88.5121,142.217,88.5146
290.5,0.00252112,88.5121,142.217,88.5146
290.6,0.00251456,88.5121,142.217,88.5146
290.7,0.00250802,88.5121,142.217,88.5146
290.8,0.0025015,88.5121,142.217,88.5146
290.9,0.002495,88.5121,142.217,88.5146
291,0.00248851,88.5121,142.217,88.5146
291.1,0.00248203,88.5121,142.217,88.5146
291.2,0.00247558,88.5122,142.217,88.5146
291.3,0.00246914,88.5122,142.217,88.5146
291.4,0.00246272,88.5122,142.217,88.5146
291.5,0.00245631,88.5122,142.217,88.5146
291.6,0.00244993,88.5122,142.217,88.5146
291.7,0.00244355,88.5122,142.217,88.5146
291.8,0.0024372,88.5122,142.217,88.5146
291.9,0.00243086,88.5122,142.217,88.5146
292,0.00242454,88.5122,142.217,88.5146
292.1,0.00241823,88.5122,142.217,88.5146
292.2,0.00241194,88.5122,142.217,88.5146
292.3,0.00240567,88.5122,142.217,88.5146
292.4,0.00239941,88.5122,142.217,88.5146
292.5,0.00239317,88.5122,142.217,88.5146
292.6,0.00238695,88.5122,142.217,88.5146
292.7,0.00238074,88.5122,142.217,88.5146
292.8,0.00237455,88.5123,142.217,88.5146
292.9,0.00236837,88.5123,142.217,88.5146
293,0.00236221,88.5123,142.217,88.5146
293.1,0.00235607,88.5123,142.217,88.5146
293.2,0.00234994,88.5123,142.217,88.5146
293.3,0.00234383,88.5123,142.217,88.5146
293.4,0.00233773,88.5123,142.217,88.5146
293.5,0.00233165,88.5123,142.217,88.5146
293.6,0.00232559,88.5123,142.217,88.5146
293.7,0.00231954,88.5123,142.217,88.5146
293.8,0.00231351,88.5123,142.217,88.5146
293.9,0.00230749,88.5123,142.217,88.5146
294,0.00230149,88.5123,142.217,88.5146
294.1,0.0022955,88.5123,142.217,88.5146
294.2,0.00228953,88.5123,142.217,88.5146
294.3,0.00228358,88.5123,142.217,88.5146
294.4,0.00227764,88.5124,142.217,88.5146
294.5,0.00227171,88.5124,142.217,88.5146
294.6,0.00226581,88.5124,142.217,88.5146
294.7,0.00225991,88.5124,142.217,88.5146
294.8,0.00225404,88.5124,142.217,88.5146
294.9,0.00224817,88.5124,142.217,88.5146
295,0.00224233,88.5124,142.217,88.5146
295.1,0.00223649,88.5124,142.217,88.5146
295.2,0.00223068,88.5124,142.217,88.5146
295.3,0.00222488,88.5124,142.217,88.5146
295.4,0.00221909,88.5124,142.217,88.5146
295.5,0.00221332,88.5124,142.217,88.5146
295.6,0.00220756,88.5124,142.217,88.5146
295.7,0.00220182,88.5124,142.217,88.5146
295.8,0.00219609,88.5124,142.217,88.5146
295.9,0.00219038,88.5124,142.217,88.5146
296,0.00218468,88.5124,142.217,88.5146
296.1,0.002179,88.5124,142.217,88.5146
296.2,0.00217334,88.5125,142.217,88.5146
296.3,0.00216768,88.5125,142.217,88.5146
296.4,0.00216205,88.5125,142.217,88.5146
296.5,0.00215642,88.5125,142.217,88.5146
296.6,0.00215081,88.5125,142.217,88.5146
296.7,0.00214522,88.5125,142.217,88.5146
296.8,0.00213964,88.5125,142.217,88.5146
296.9,0.00213408,88.5125,142.216,88.5146
297,0.00212852,88.5125,142.216,88.5146
297.1,0.00212299,88.5125,142.216,88.5146
297.2,0.00211747,88.5125,142.216,88.5146
297.3,0.00211196,88.5125,142.216,88.5146
297.4,0.00210647,88.5125,142.216,88.5146
297.5,0.00210099,88.5125,142.216,88.5146
297.6,0.00209552,88.5125,142.216,88.5146
297.7,0.00209007,88.5125,142.216,88.5146
297.8,0.00208464,88.5125,142.216,88.5146
297.9,0.00207922,88.5125,142.216,88.5146
298,0.00207381,88.5126,142.216,88.5146
298.1,0.00206842,88.5126,142.216,88.5146
298.2,0.00206304,88.5126,142.216,88.5146
298.3,0.00205767,88.5126,142.216,88.5146
298.4,0.00205232,88.5126,142.216,88.5146
298.5,0.00204698,88.5126,142.216,88.5146
298.6,0.00204166,88.5126,142.216,88.5146
298.7,0.00203635,88.5126,142.216,88.5146
298.8,0.00203105,88.5126,142.216,88.5146
298.9,0.00202577,88.5126,142.216,88.5146
299,0.0020205,88.5126,142.216,88.5146
299.1,0.00201524,88.5126,142.216,88.5146
299.2,0.00201,88.5126,142.216,88.5146
299.3,0.00200478,88.5126,142.216,88.5146
299.4,0.00199956,88.5126,142.216,88.5146
299.5,0.00199436,88.5126,142.216,88.5146
299.6,0.00198917,88.5126,142.216,88.5146
299.7,0.001984,88.5126,142.216,88.5146
299.8,0.00197884,88.5126,142.216,88.5146
299.9,0.00197369,88.5127,142.216,88.5146
300,0.00196856,88.5127,142.216,88.5146
300.1,0.00196344,88.5127,142.216,88.5146
300.2,0.00195833,88.5127,142.216,88.5146
300.3,0.00195324,88.5127,142.216,88.5146
300.4,0.00194816,88.5127,142.216,88.5146
300.5,0.00194309,88.5127,142.216,88.5146
300.6,0.00193804,88.5127,142.216,88.5146
300.7,0.001933,88.5127,142.216,88.5146
300.8,0.00192797,88.5127,142.216,88.5146
300.9,0.00192296,88.5127,142.216,88.5146
301,0.00191796,88.5127,142.216,88.5146
301.1,0.00191297,88.5127,142.216,88.5146
301.2,0.00190799,88.5127,142.216,88.5146
301.3,0.00190303,88.5127,142.216,88.5146
301.4,0.00189808,88.5127,142.216,88.5146
301.5,0.00189314,88.5127,142.216,88.5146
301.6,0.00188822,88.5127,142.216,88.5146
301.7,0.00188331,88.5127,142.216,88.5146
301.8,0.00187841,88.5127,142.216,88.5146
301.9,0.00187353,88.5128,142.216,88.5146
302,0.00186865,88.5128,142.216,88.5146
302.1,0.00186379,88.5128,142.216,88.5146
302.2,0.00185895,88.5128,142.216,88.5146
302.3,0.00185411,88.5128,142.216,88.5146
302.4,0.00184929,88.5128,142.216,88.5146
302.5,0.00184448,88.5128,142.216,88.5146
302.6,0.00183968,88.5128,142.216,88.5146
302.7,0.0018349,88.5128,142.216,88.5146
302.8,0.00183012,88.5128,142.216,88.5146
302.9,0.00182536,88.5128,142.216,88.5146
303,0.00182062,88.5128,142.216,88.5146
303.1,0.00181588,88.5128,142.216,88.5146
303.2,0.00181116,88.5128,142.216,88.5146
303.3,0.00180645,88.5128,142.216,88.5146
303.4,0.00180175,88.5128,142.216,88.5146
303.5,0.00179706,88.5128,142.216,88.5146
303.6,0.00179239,88.5128,142.216,88.5146
303.7,0.00178773,88.5128,142.216,88.5146
303.8,0.00178308,88.5128,142.216,88.5146
303.9,0.00177844,88.5128,142.216,88.5146
304,0.00177382,88.5129,142.216,88.5146
304.1,0.0017692,88.5129,142.216,88.5146
304.2,0.0017646,88.5129,142.216,88.5146
304.3,0.00176001,88.5129,142.216,88.5146
304.4,0.00175543,88.5129,142.216,88.5146
304.5,0.00175087,88.5129,142.216,88.5146
304.6,0.00174632,88.5129,142.216,88.5146
304.7,0.00174177,88.5129,142.216,88.5146
304.8,0.00173724,88.5129,142.216,88.5146
304.9,0.00173273,88.5129,142.216,88.5146
305,0.00172822,88.5129,142.216,88.5146
305.1,0.00172372,88.5129,142.216,88.5146
305.2,0.00171924,88.5129,142.216,88.5146
305.3,0.00171477,88.5129,142.216,88.5146
305.4,0.00171031,88.5129,142.216,88.5146
305.5,0.00170586,88.5129,142.216,88.5146
305.6,0.00170142,88.5129,142.216,88.5146
305.7,0.001697,88.5129,142.216,88.5146
305.8,0.00169259,88.5129,142.216,88.5146
305.9,0.00168818,88.5129,142.216,88.5146
306,0.00168379,88.5129,142.216,88.5146
306.1,0.00167941,88.5129,142.216,88.5146
306.2,0.00167505,88.513,142.216,88.5146
306.3,0.00167069,88.513,142.216,88.5146
306.4,0.00166634,88.513,142.216,88.5146
306.5,0.00166201,88.513,142.216,88.5146
306.6,0.00165769,88.513,142.216,88.5146
306.7,0.00165338,88.513,142.216,88.5146
306.8,0.00164908,88.513,142.216,88.5146
306.9,0.00164479,88.513,142.216,88.5146
307,0.00164051,88.513,142.216,88.5146
307.1,0.00163624,88.513,142.216,88.5146
307.2,0.00163199,88.513,142.216,88.5146
307.3,0.00162774,88.513,142.216,88.5146
307.4,0.00162351,88.513,142.216,88.5146
307.5,0.00161929,88.513,142.216,88.5146
307.6,0.00161507,88.513,142.216,88.5146
307.7,0.00161087,88.513,142.216,88.5146
307.8,0.00160668,88.513,142.216,88.5146
307.9,0.00160251,88.513,142.216,88.5146
308,0.00159834,88.513,142.216,88.5146
308.1,0.00159418,88.513,142.216,88.5146
308.2,0.00159003,88.513,142.216,88.5146
308.3,0.0015859,88.513,142.216,88.5146
308.4,0.00158177,88.513,142.216,88.5146
308.5,0.00157766,88.5131,142.216,88.5146
308.6,0.00157356,88.5131,142.216,88.5146
308.7,0.00156947,88.5131,142.216,88.5146
308.8,0.00156538,88.5131,142.216,88.5146
308.9,0.00156131,88.5131,142.216,88.5146
309,0.00155725,88.5131,142.216,88.5146
309.1,0.0015532,88.5131,142.216,88.5146
309.2,0.00154916,88.5131,142.216,88.5146
309.3,0.00154513,88.5131,142.216,88.5146
309.4,0.00154111,88.5131,142.216,88.5146
309.5,0.00153711,88.5131,142.216,88.5146
309.6,0.00153311,88.5131,142.216,88.5146
309.7,0.00152912,88.5131,142.216,88.5146
309.8,0.00152514,88.5131,142.216,88.5146
309.9,0.00152118,88.5131,142.216,88.5146
310,0.00151722,88.5131,142.216,88.5146
310.1,0.00151327,88.5131,142.216,88.5146
310.2,0.00150934,88.5131,142.216,88.5146
310.3,0.00150541,88.5131,142.216,88.5146
310.4,0.0015015,88.5131,142.216,88.5146
310.5,0.00149759,88.5131,142.216,88.5146
310.6,0.0014937,88.5131,142.216,88.5146
310.7,0.00148981,88.5131,142.216,88.5146
310.8,0.00148594,88.5131,142.216,88.5146
310.9,0.00148207,88.5131,142.216,88.5146
311,0.00147822,88.5131,142.216,88.5146
311.1,0.00147437,88.5132,142.216,88.5146
311.2,0.00147054,88.5132,142.216,88.5146
311.3,0.00146671,88.5132,142.216,88.5146
311.4,0.0014629,88.5132,142.216,88.5146
311.5,0.0014591,88.5132,142.216,88.5146
311.6,0.0014553,88.5132,142.216,88.5146
311.7,0.00145152,88.5132,142.216,88.5146
311.8,0.00144774,88.5132,142.216,88.5146
311.9,0.00144397,88.5132,142.216,88.5146
312,0.00144022,88.5132,142.216,88.5146
312.1,0.00143647,88.5132,142.216,88.5146
312.2,0.00143274,88.5132,142.216,88.5146
312.3,0.00142901,88.5132,142.216,88.5146
312.4,0.00142529,88.5132,142.216,88.5146
312.5,0.00142159,88.5132,142.216,88.5146
312.6,0.00141789,88.5132,142.216,88.5146
312.7,0.0014142,88.5132,142.216,88.5146
312.8,0.00141052,88.5132,142.215,88.5146
312.9,0.00140686,88.5132,142.215,88.5146
313,0.0014032,88.5132,142.215,88.5146
313.1,0.00139955,88.5132,142.215,88.5146
313.2,0.00139591,88.5132,142.215,88.5146
313.3,0.00139228,88.5132,142.215,88.5146
313.4,0.00138866,88.5132,142.215,88.5146
313.5,0.00138504,88.5132,142.215,88.5146
313.6,0.00138144,88.5132,142.215,88.5146
313.7,0.00137785,88.5133,142.215,88.5146
313.8,0.00137427,88.5133,142.215,88.5146
313.9,0.00137069,88.5133,142.215,88.5146
314,0.00136713,88.5133,142.215,88.5146
314.1,0.00136357,88.5133,142.215,88.5146
314.2,0.00136002,88.5133,142.215,88.5146
314.3,0.00135649,88.5133,142.215,88.5146
314.4,0.00135296,88.5133,142.215,88.5146
314.5,0.00134944,88.5133,142.215,88.5146
314.6,0.00134593,88.5133,142.215,88.5146
314.7,0.00134243,88.5133,142.215,88.5146
314.8,0.00133894,88.5133,142.215,88.5146
314.9,0.00133546,88.5133,142.215,88.5146
315,0.00133198,88.5133,142.215,88.5146
315.1,0.00132852,88.5133,142.215,88.5146
315.2,0.00132506,88.5133,142.215,88.5146
315.3,0.00132162,88.5133,142.215,88.5146
315.4,0.00131818,88.5133,142.215,88.5146
315.5,0.00131475,88.5133,142.215,88.5146
315.6,0.00131133,88.5133,142.215,88.5146
315.7,0.00130792,88.5133,142.215,88.5146
315.8,0.00130452,88.5133,142.215,88.5146
315.9,0.00130113,88.5133,142.215,88.5146
316,0.00129774,88.5133,142.215,88.5146
316.1,0.00129437,88.5133,142.215,88.5146
316.2,0.001291,88.5133,142.215,88.5146
316.3,0.00128764,88.5133,142.215,88.5146
316.4,0.00128429,88.5133,142.215,88.5146
316.5,0.00128095,88.5133,142.215,88.5146
316.6,0.00127762,88.5134,142.215,88.5146
316.7,0.0012743,88.5134,142.215,88.5146
316.8,0.00127099,88.5134,142.215,88.5146
316.9,0.00126768,88.5134,142.215,88.5146
317,0.00126438,88.5134,142.215,88.5146
317.1,0.00126109,88.5134,142.215,88.5146
317.2,0.00125781,88.5134,142.215,88.5146
317.3,0.00125454,88.5134,142.215,88.5146
317.4,0.00125128,88.5134,142.215,88.5146
317.5,0.00124803,88.5134,142.215,88.5146
317.6,0.00124478,88.5134,142.215,88.5146
317.7,0.00124154,88.5134,142.215,88.5146
317.8,0.00123831,88.5134,142.215,88.5146
317.9,0.00123509,88.5134,142.215,88.5146
318,0.00123188,88.5134,142.215,88.5146
318.1,0.00122868,88.5134,142.215,88.5146
318.2,0.00122548,88.5134,142.215,88.5146
318.3,0.00122229,88.5134,142.215,88.5146
318.4,0.00121911,88.5134,142.215,88.5146
318.5,0.00121594,88.5134,142.215,88.5146
318.6,0.00121278,88.5134,142.215,88.5146
318.7,0.00120963,88.5134,142.215,88.5146
318.8,0.00120648,88.5134,142.215,88.5146
318.9,0.00120334,88.5134,142.215,88.5146
319,0.00120021,88.5134,142.215,88.5146
319.1,0.00119709,88.5134,142.215,88.5146
319.2,0.00119398,88.5134,142.215,88.5146
319.3,0.00119087,88.5134,142.215,88.5146
319.4,0.00118778,88.5134,142.215,88.5146
319.5,0.00118469,88.5134,142.215,88.5146
319.6,0.00118161,88.5134,142.215,88.5146
319.7,0.00117853,88.5134,142.215,88.5146
319.8,0.00117547,88.5135,142.215,88.5146
319.9,0.00117241,88.5135,142.215,88.5146
320,0.00116936,88.5135,142.215,88.5146
320.1,0.00116632,88.5135,142.215,88.5146
320.2,0.00116329,88.5135,142.215,88.5146
320.3,0.00116026,88.5135,142.215,88.5146
320.4,0.00115724,88.5135,142.215,88.5146
320.5,0.00115423,88.5135,142.215,88.5146
320.6,0.00115123,88.5135,142.215,88.5146
320.7,0.00114824,88.5135,142.215,88.5146
320.8,0.00114525,88.5135,142.215,88.5146
320.9,0.00114227,88.5135,142.215,88.5146
321,0.0011393,88.5135,142.215,88.5146
321.1,0.00113634,88.5135,142.215,88.5146
321.2,0.00113338,88.5135,142.215,88.5146
321.3,0.00113044,88.5135,142.215,88.5146
321.4,0.00112749,88.5135,142.215,88.5146
321.5,0.00112456,88.5135,142.215,88.5146
321.6,0.00112164,88.5135,142.215,88.5146
321.7,0.00111872,88.5135,142.215,88.5146
321.8,0.00111581,88.5135,142.215,88.5146
321.9,0.00111291,88.5135,142.215,88.5146
322,0.00111001,88.5135,142.215,88.5146
322.1,0.00110713,88.5135,142.215,88.5146
322.2,0.00110425,88.5135,142.215,88.5146
322.3,0.00110138,88.5135,142.215,88.5146
322.4,0.00109851,88.5135,142.215,88.5146
322.5,0.00109565,88.5135,142.215,88.5146
322.6,0.0010928,88.5135,142.215,88.5146
